"","ID","GC3s","Synteny","discordance_marni","n_genospecies","n_members"
"2696","group12423",0.698413,31.2857,0,1,7
"2697","group12424",0.730337,30.7143,0,1,7
"2698","group12425",0.668572,10.2474,0,3,20
"2699","group12426",0.557692,28.9048,0,1,7
"2700","group12427",0.703704,28.3333,0,1,7
"2701","group12428",0.606061,27.4762,0,1,7
"2702","group12429",0.747664,27.0476,0,1,7
"2703","group1243",0.761153,37.0514,1,5,201
"2704","group12430",0.571429,26.2857,0,1,7
"2705","group12431",0.851064,25.8571,0,1,7
"2706","group12432",0.523179,15.6,0,1,6
"2707","group12433",0.507576,15.2667,0,1,6
"2708","group12434",0.605472,16.2,1,2,5
"2709","group12435",0.666667,27.4762,0,1,7
"2710","group12436",0.715385,30.0476,0,1,7
"2711","group12437",0.636364,30.5238,0,1,7
"2712","group12438",0.762712,32.5238,0,1,7
"2713","group12439",0.864583,25.4643,1,2,8
"2714","group1244",0.765809,37.379,1,5,200
"2715","group12440",0.560387,7.54978,0,3,22
"2716","group12441",0.660792,9.5,0,2,17
"2717","group12442",0.5,35.381,0,1,7
"2718","group12443",0.707121,16.1818,0,3,11
"2719","group12444",0.461538,37.2381,0,1,7
"2720","group12445",0.531469,37.2381,0,1,7
"2721","group12446",0.557448,14.4545,0,2,11
"2722","group12447",0.529083,15.4182,0,3,11
"2723","group12448",0.513514,37.2381,0,1,7
"2724","group12449",0.583816,22.4722,0,1,9
"2725","group1245",0.680402,37.2066,0,5,201
"2726","group12450",0.818182,38.6,0,1,6
"2727","group12451",0.504186,36.5714,0,1,7
"2728","group12452",0.619048,36.5714,0,1,7
"2729","group12453",0.663158,36.5714,0,1,7
"2730","group12454",0.644206,36.619,0,1,7
"2731","group12455",0.588235,36.8571,0,1,7
"2732","group12456",0.583333,38.9333,0,1,6
"2733","group12457",0.486486,36.5238,0,1,7
"2734","group12458",0.615385,36.0476,0,1,7
"2735","group12459",0.6875,35.4286,0,1,7
"2736","group1246",0.834439,37.4171,0,5,200
"2737","group12460",0.526109,34.7143,0,1,7
"2738","group12461",0.558824,34,0,1,7
"2739","group12462",0.617647,32.8571,0,1,7
"2740","group12463",0.698906,15.6889,0,2,10
"2741","group12464",0.632727,19.1111,0,1,9
"2742","group12465",0.571429,31.4286,0,1,7
"2743","group12466",0.690476,29.4286,0,1,7
"2744","group12467",0.51746,28.8571,0,1,7
"2745","group12468",0.550265,28.1429,0,1,7
"2746","group12469",0.682353,27.381,0,1,7
"2747","group1247",0.833333,37.2707,1,5,201
"2748","group12470",0.612903,26.7143,0,1,7
"2749","group12471",0.777778,26.381,0,1,7
"2750","group12472",0.697934,26.0476,0,1,7
"2751","group12473",0.566667,13.619,0,1,7
"2752","group12474",0.677165,14.1905,0,1,7
"2753","group12475",0.659091,14.7619,0,1,7
"2754","group12476",0.644003,11.375,0,3,17
"2755","group12477",0.627907,16.4762,0,1,7
"2756","group12478",0.658807,17.0476,0,1,7
"2757","group12479",0.662069,17.7143,0,1,7
"2758","group1248",0.771332,37.3266,1,5,201
"2759","group12480",0.571429,17.1429,0,1,7
"2760","group12481",0.656489,16,0,1,7
"2761","group12482",0.681818,15.4286,0,1,7
"2762","group12483",0.574194,14.8571,0,1,7
"2763","group12484",0.617021,14.2857,0,1,7
"2764","group12485",0.647059,11.4476,0,2,15
"2765","group12486",0.743789,22.5714,0,1,7
"2766","group12487",0.678161,26.1429,0,1,7
"2767","group12488",0.678571,26.8571,0,1,7
"2768","group12489",0.540541,27.5714,0,1,7
"2769","group1249",0.77542,37.5218,1,5,201
"2770","group12490",0.551724,28.2857,0,1,7
"2771","group12491",0.761905,29,0,1,7
"2772","group12492",0.585185,29.7143,0,1,7
"2773","group12493",0.659091,30.4286,0,1,7
"2774","group12494",0.616438,31.8571,0,1,7
"2775","group12495",0.613208,32.5714,0,1,7
"2776","group12496",0.616766,33.2857,0,1,7
"2777","group12497",0.644444,34,0,1,7
"2778","group12498",0.66055,34.7143,0,1,7
"2779","group12499",0.617647,39.7143,0,1,7
"2780","group125",0.761498,26.1113,1,5,201
"2781","group1250",0.927032,37.7476,1,5,201
"2782","group12500",0.826087,40,0,1,7
"2783","group12501",0.6,40,0,1,7
"2784","group12502",0.764706,40,0,1,7
"2785","group12503",0.5,39.4286,0,1,7
"2786","group12504",0.603175,38.8571,0,1,7
"2787","group12505",0.678571,38.2857,0,1,7
"2788","group12506",0.758526,28.9643,0,1,8
"2789","group12507",0.762802,22.5278,0,2,9
"2790","group12508",0.76087,38.2857,0,1,7
"2791","group12509",0.590909,38,0,1,7
"2792","group1251",0.834338,37.9486,1,5,201
"2793","group12510",0.679612,37.7143,0,1,7
"2794","group12511",0.561404,37.4286,0,1,7
"2795","group12512",0.6,37.1429,0,1,7
"2796","group12513",0.621622,36.8571,0,1,7
"2797","group12514",0.661189,15.8333,0,2,12
"2798","group12515",0.571429,35.7619,0,1,7
"2799","group12516",0.631579,35.2381,0,1,7
"2800","group12517",0.581395,34.8095,0,1,7
"2801","group12518",0.730496,34.381,0,1,7
"2802","group12519",0.4,33.9048,0,1,7
"2803","group1252",0.875069,38.1206,0,5,201
"2804","group12520",0.537037,24.8929,0,2,8
"2805","group12521",0.533333,32.4762,0,1,7
"2806","group12522",0.666667,29.9048,0,1,7
"2807","group12523",0.541055,17.6667,0,1,9
"2808","group12524",0.512175,25.8095,1,1,7
"2809","group12525",0.777778,25.5238,0,1,7
"2810","group12526",0.728938,24.8095,0,1,7
"2811","group12527",0.609092,8.1115,0,3,38
"2812","group12528",0.694838,20.9333,0,1,6
"2813","group12529",0.466667,24.619,0,1,7
"2814","group1253",0.820147,38.1693,1,5,201
"2815","group12530",0.619048,25.3333,0,1,7
"2816","group12531",0.578303,13.4211,0,2,19
"2817","group12532",0.670588,26.7619,0,1,7
"2818","group12533",0.66223,14.9545,1,2,12
"2819","group12534",0.656566,28.5714,0,1,7
"2820","group12535",0.57377,29.2857,0,1,7
"2821","group12536",0.607143,30.7143,0,1,7
"2822","group12537",0.597484,31.2857,0,1,7
"2823","group12538",0.72,31.7143,0,1,7
"2824","group12539",0.617857,32.4286,0,1,7
"2825","group1254",0.743056,38.1852,1,5,201
"2826","group12540",0.674419,33.1429,0,1,7
"2827","group12541",0.585714,33.5714,0,1,7
"2828","group12542",0.673077,34,0,1,7
"2829","group12543",0.666667,34.7143,0,1,7
"2830","group12544",0.64,35.1429,0,1,7
"2831","group12545",0.558333,26.8929,0,1,8
"2832","group12546",0.653249,27.3214,0,2,8
"2833","group12547",0.619718,36.4286,0,1,7
"2834","group12548",0.46729,34.9524,0,1,7
"2835","group12549",0.628571,34.8095,0,1,7
"2836","group1255",0.746101,38.209,1,5,201
"2837","group12550",0.575,34.2381,0,1,7
"2838","group12551",0.569115,34.2381,0,1,7
"2839","group12552",0.833333,34.3333,0,1,6
"2840","group12553",0.486486,33.2857,0,1,7
"2841","group12554",0.628571,34.2667,0,1,6
"2842","group12555",0.614173,33.7333,0,1,6
"2843","group12556",0.679487,32.7143,0,1,7
"2844","group12557",0.677083,33.7333,0,1,6
"2845","group12558",0.705882,32.7143,0,1,7
"2846","group12559",0.611399,32.5714,0,1,7
"2847","group1256",0.766651,38.6886,1,5,201
"2848","group12560",0.6,31.8571,0,1,7
"2849","group12561",0.490671,31,0,1,7
"2850","group12562",0.498336,5.24275,1,4,24
"2851","group12563",0.516393,28.8571,0,1,7
"2852","group12564",0.436364,28.2857,0,1,7
"2853","group12565",0.681366,5.675,1,4,16
"2854","group12566",0.83956,11.2949,0,2,12
"2855","group12567",0.642857,8.31111,0,1,10
"2856","group12568",0.590909,17.2381,0,1,7
"2857","group12569",0.690476,14.641,0,2,13
"2858","group1257",0.739819,39.1447,0,5,201
"2859","group12570",0.731554,14.5256,0,2,13
"2860","group12571",0.72878,14.3974,0,2,13
"2861","group12572",0.772916,14.3846,0,2,13
"2862","group12573",0.743181,14.359,0,2,13
"2863","group12574",0.706557,14.4231,0,2,13
"2864","group12575",0.716658,14.2051,1,2,13
"2865","group12576",0.6,14.3889,0,2,9
"2866","group12577",0.665992,3.41667,1,2,9
"2867","group12578",0.639046,4.72222,0,2,9
"2868","group12579",0.622272,9.94372,0,1,22
"2869","group1258",0.841559,39.1546,0,5,201
"2870","group12580",0.8,11.425,1,1,16
"2871","group12581",0.781049,1.96667,0,2,16
"2872","group12582",0.576087,6.66667,0,1,7
"2873","group12583",0.530435,6.66667,0,1,7
"2874","group12584",0.604938,6.66667,0,1,7
"2875","group12585",0.431818,6.38095,0,1,7
"2876","group12586",0.590909,6.66667,0,1,7
"2877","group12587",0.787627,5.90323,1,2,31
"2878","group12588",0.777778,7.26667,0,1,6
"2879","group12589",0.55456,2.96429,0,2,8
"2880","group1259",0.808494,39.1542,1,5,201
"2881","group12590",0.827586,3.90476,0,1,7
"2882","group12591",0.634903,6.07273,0,1,7
"2883","group12592",0.727273,6.25455,0,1,7
"2884","group12593",0.866667,6.34545,0,1,7
"2885","group12594",0.666667,6.11111,0,1,7
"2886","group12595",0.711389,5.56639,1,2,32
"2887","group12596",0.77265,3.25641,0,2,10
"2888","group12597",0.738636,2,0,1,3
"2889","group12598",0.744186,0.0666667,0,1,6
"2890","group12599",0.520588,2.73333,1,3,10
"2891","group126",0.770326,25.7692,1,5,201
"2892","group1260",0.74367,38.9637,2,5,201
"2893","group12600",0.765756,0.391813,0,3,19
"2894","group12601",0.605877,0,0,2,2
"2895","group12602",0.660426,1.48889,1,2,10
"2896","group12603",0.762431,1,0,1,2
"2897","group12604",0.659636,5.33333,0,3,6
"2898","group12605",0.773084,3.5,0,2,5
"2899","group12606",0.639069,0,0,2,3
"2900","group12607",0.574074,26.6308,1,2,26
"2901","group12608",0.654321,22.2778,0,1,9
"2902","group12609",0.530612,40,1,1,11
"2903","group1261",0.774541,38.7937,2,5,200
"2904","group12610",0.2,31.1176,1,1,18
"2905","group12611",0.59269,4.8069,0,4,30
"2906","group12612",0.943399,10.3413,1,4,28
"2907","group12613",0.587859,40,1,1,10
"2908","group12614",0.622642,40,0,1,10
"2909","group12615",0.635374,7.19883,1,4,19
"2910","group12616",0.602235,8.60234,0,3,19
"2911","group12617",0.661277,8.47953,0,3,19
"2912","group12618",0.67495,11.2286,0,3,15
"2913","group12619",0.606907,8.94118,0,3,18
"2914","group1262",0.807063,38.8042,1,5,177
"2915","group12620",0.807692,12.2,1,1,10
"2916","group12621",0.65622,20.5278,0,1,9
"2917","group12622",0.643668,33.7582,0,2,14
"2918","group12623",0.653383,35.1111,0,3,19
"2919","group12624",0.556391,39.2281,0,2,19
"2920","group12625",0.783506,35.4412,0,1,17
"2921","group12626",0.615385,38.4396,1,1,14
"2922","group12627",0.766667,36.9091,1,1,11
"2923","group12628",0.566038,34.8182,1,1,11
"2924","group12629",0.638095,3.84444,0,1,8
"2925","group1263",0.79437,38.2652,0,5,201
"2926","group12630",0.432432,37.3333,0,1,3
"2927","group12631",0.666667,40,0,1,3
"2928","group12632",0.755102,38.3333,0,1,4
"2929","group12633",0.666667,38.3333,0,1,4
"2930","group12634",0.578579,33,0,1,2
"2931","group12635",0.375,29.4,0,1,5
"2932","group12636",0.677419,9.80952,0,1,4
"2933","group12637",0.771362,1.99597,1,2,28
"2934","group12638",0.656716,28,0,1,3
"2935","group12639",0.691607,2.65,2,3,16
"2936","group1264",0.754628,38.1765,1,5,201
"2937","group12640",0.664116,2.61905,0,3,7
"2938","group12641",0.532292,3.60526,1,3,20
"2939","group12642",0.660764,16,0,1,2
"2940","group12643",0.717846,6.10462,1,3,24
"2941","group12644",0.628628,9,0,1,2
"2942","group12645",0.53125,23.6786,1,3,8
"2943","group12646",0.689895,25.1381,1,3,21
"2944","group12647",0.618261,15.1026,0,3,13
"2945","group12648",0.596784,19.9615,1,2,13
"2946","group12649",0.741348,0,0,2,3
"2947","group1265",0.74115,38.0012,1,5,200
"2948","group12650",0.830714,28.0143,0,2,21
"2949","group12651",0.697236,16,0,3,5
"2950","group12652",0.626506,18.0182,1,3,11
"2951","group12653",0.671278,15.7667,0,3,16
"2952","group12654",0.600386,9.71111,0,3,10
"2953","group12655",0.641258,9.6,1,3,11
"2954","group12656",0.738242,3.67754,1,2,24
"2955","group12657",0.845361,32.4,0,1,6
"2956","group12658",0.703026,7.72222,0,2,9
"2957","group12659",0.54883,3.78571,0,2,8
"2958","group1266",0.797997,37.6405,1,5,201
"2959","group12660",0.70573,7.09091,0,2,10
"2960","group12661",0.636447,0,0,3,4
"2961","group12662",0.760589,15,0,1,3
"2962","group12663",0.696429,3.22222,0,2,9
"2963","group12664",0.767728,0.166667,1,2,4
"2964","group12665",0.680577,9.95238,1,3,15
"2965","group12666",0.71075,8.09559,2,3,17
"2966","group12667",0.657367,9.95238,1,3,15
"2967","group12668",0.580365,9.95238,1,3,15
"2968","group12669",0.719336,20,0,1,4
"2969","group1267",0.729553,37.2738,0,5,201
"2970","group12670",0.59473,3.38012,2,4,19
"2971","group12671",0.680874,20,0,1,3
"2972","group12672",0.845361,33.8,0,1,6
"2973","group12673",0.666667,18,0,1,2
"2974","group12674",0.75902,7.66667,0,1,3
"2975","group12675",0.696719,0,0,2,2
"2976","group12676",0.683168,34,0,1,4
"2977","group12677",0.538984,18.3333,0,3,6
"2978","group12678",0.791449,0.410865,2,3,68
"2979","group12679",0.697819,5.33333,0,2,3
"2980","group1268",0.739411,36.8973,2,5,201
"2981","group12680",0.801869,13,0,1,2
"2982","group12681",0.840278,1.24167,1,2,16
"2983","group12682",0.689007,0.1,1,3,4
"2984","group12683",0.825995,0.733333,0,1,6
"2985","group12684",0.923077,2.97222,1,1,8
"2986","group12685",0.685358,40,0,1,2
"2987","group12686",0.62231,6.58182,0,3,11
"2988","group12687",0.678571,16.7,0,3,5
"2989","group12688",0.738605,9.66667,0,3,7
"2990","group12689",0.762619,17.3,0,3,5
"2991","group1269",0.783836,36.5156,0,5,201
"2992","group12690",0.818966,11,0,1,4
"2993","group12691",0.77957,6.46667,0,2,6
"2994","group12692",0.74167,12.5766,0,2,35
"2995","group12693",0.612903,12.3929,0,2,8
"2996","group12694",0.588138,12.9048,0,3,7
"2997","group12695",0.54855,13.5714,0,3,7
"2998","group12696",0.488283,13.7619,0,3,7
"2999","group12697",0.652169,4.6,0,3,11
"3000","group12698",0.611361,19.4,0,3,5
"3001","group12699",0.552113,14.2222,1,2,9
"3002","group127",0.823635,25.649,1,5,200
"3003","group1270",0.731343,36.1161,1,5,201
"3004","group12700",0.63,39,0,1,2
"3005","group12701",0.596774,38,0,1,2
"3006","group12702",0.71824,0,0,1,4
"3007","group12703",0.845361,17,0,1,2
"3008","group12704",0.697917,24.7121,0,1,12
"3009","group12705",0.588235,38.4,0,1,5
"3010","group12706",0.715278,2.66667,1,3,6
"3011","group12707",0.833896,2,0,1,7
"3012","group12708",0.606227,0,0,2,2
"3013","group12709",0.64884,0,0,2,7
"3014","group1271",0.718824,35.7369,1,5,201
"3015","group12710",0.76598,7.33333,0,2,3
"3016","group12711",0.666667,35.7121,0,1,12
"3017","group12712",0.696429,0,1,2,4
"3018","group12713",0.657582,2.8,0,2,5
"3019","group12714",0.671072,12.9333,0,2,6
"3020","group12715",0.684783,18,0,1,2
"3021","group12716",0.844716,23.0917,0,1,14
"3022","group12717",0.8625,2,0,1,2
"3023","group12718",0.740437,0.333333,0,2,4
"3024","group12719",0.70989,0,0,2,2
"3025","group1272",0.811978,35.3581,0,5,201
"3026","group12720",0.701493,31,0,1,2
"3027","group12721",0.675926,40,0,1,3
"3028","group12722",0.811623,3.85714,0,1,8
"3029","group12723",0.638554,40,0,1,3
"3030","group12724",0.793606,7.18301,0,2,18
"3031","group12725",0.797619,0.3,0,1,5
"3032","group12726",0.830837,27.7857,1,1,8
"3033","group12727",0.638644,0,0,1,2
"3034","group12728",0.599382,0,0,1,2
"3035","group12729",0.78534,30.6667,0,1,3
"3036","group1273",0.806017,34.983,1,5,201
"3037","group12730",0.684211,31.3333,0,1,3
"3038","group12731",0.559042,14.1667,0,1,4
"3039","group12732",0.778689,0,0,1,3
"3040","group12733",0.948718,0,0,1,3
"3041","group12734",0.550978,2.42222,1,4,10
"3042","group12735",0.689097,22.625,0,2,16
"3043","group12736",0.6125,16,1,2,4
"3044","group12737",0.485849,11.8333,1,3,4
"3045","group12738",0.633352,3.7619,0,4,7
"3046","group12739",0.772727,29.3667,0,2,16
"3047","group1274",0.770526,34.7731,1,5,200
"3048","group12740",0.732435,5.1,1,3,4
"3049","group12741",0.711864,5.66667,0,2,3
"3050","group12742",0.585714,14.1333,0,3,10
"3051","group12743",0.608529,6.72549,0,3,18
"3052","group12744",0.669542,26.4,0,2,6
"3053","group12745",0.769231,1.66667,0,1,7
"3054","group12746",0.580502,1.97386,0,2,13
"3055","group12747",0.707483,40,0,1,2
"3056","group12748",0.845361,1.83333,0,1,4
"3057","group12749",0.681754,6.33333,0,3,4
"3058","group1275",0.739715,34.1468,1,5,200
"3059","group12750",0.689837,4.01754,5,5,19
"3060","group12751",0.562072,16.0779,0,2,22
"3061","group12752",0.603774,32,0,1,2
"3062","group12753",0.706522,40,0,1,2
"3063","group12754",0.586956,4.28571,0,3,14
"3064","group12755",0.800813,7.33333,0,2,3
"3065","group12756",0.638095,0,0,1,2
"3066","group12757",0.666667,34.2667,0,1,6
"3067","group12758",0.743169,12.6667,0,1,3
"3068","group12759",0.696429,13,0,2,3
"3069","group1276",0.782376,33.7533,1,5,201
"3070","group12760",0.693374,0,0,2,4
"3071","group12761",0.690848,14.5,0,2,4
"3072","group12762",0.632353,4,0,2,2
"3073","group12763",0.601223,0,0,2,2
"3074","group12764",0.591261,11.8,0,3,5
"3075","group12765",0.684365,0,0,1,2
"3076","group12766",0.788959,0,0,2,3
"3077","group12767",0.562338,5.83333,1,4,23
"3078","group12768",0.652174,38,0,1,4
"3079","group12769",0.571987,10,0,2,3
"3080","group1277",0.832421,33.3539,1,5,201
"3081","group12770",0.626907,6.66667,1,2,4
"3082","group12771",0.644916,19,0,3,5
"3083","group12772",0.653846,0,0,1,2
"3084","group12773",0.754859,0,-1,3,3
"3085","group12774",0.676471,26.6667,0,1,3
"3086","group12775",0.732323,2.33333,0,2,3
"3087","group12776",0.484991,0,0,1,2
"3088","group12777",0.653846,23,0,2,2
"3089","group12778",0.747475,7,0,1,3
"3090","group12779",0.550421,24,0,2,3
"3091","group1278",0.849219,32.8475,1,5,201
"3092","group12780",0.707989,28,0,2,3
"3093","group12781",0.622778,0,0,1,2
"3094","group12782",0.764706,40,0,1,2
"3095","group12783",0.704762,15,0,1,2
"3096","group12784",0.65812,26.0667,0,1,5
"3097","group12785",0.712575,40,0,1,2
"3098","group12786",0.504092,21.8333,0,2,12
"3099","group12787",0.700004,3.73333,0,3,6
"3100","group12788",0.696429,0,0,2,3
"3101","group12789",0.692968,0,0,2,2
"3102","group1279",0.797698,32.2622,0,5,201
"3103","group12790",0.664557,40,0,1,2
"3104","group12791",0.612903,0,0,2,3
"3105","group12792",0.707317,0.333333,0,2,3
"3106","group12793",0.703125,20.3333,0,1,3
"3107","group12794",0.626263,12.6667,0,1,3
"3108","group12795",0.710712,16,0,1,2
"3109","group12796",0.59596,19.2165,0,1,27
"3110","group12797",0.707317,0,0,2,3
"3111","group12798",0.692968,0,0,2,2
"3112","group12799",0.75,12.3333,0,1,3
"3113","group128",0.864817,25.0718,1,5,201
"3114","group1280",0.726888,31.5213,1,5,201
"3115","group12800",0.655575,0,0,2,4
"3116","group12801",0.710656,0,0,2,2
"3117","group12802",0.614438,15.381,1,2,7
"3118","group12803",0.704029,4.5,0,3,4
"3119","group12804",0.596526,8,0,2,5
"3120","group12805",0.656566,21.1333,0,1,6
"3121","group12806",0.6125,32.8333,0,2,4
"3122","group12807",0.659574,34.1667,1,2,4
"3123","group12808",0.480936,36.1667,1,2,4
"3124","group12809",0.580153,35.6667,1,2,4
"3125","group1281",0.789959,30.9383,1,5,201
"3126","group12810",0.7,35.6667,0,2,4
"3127","group12811",0.784322,25.8476,0,1,15
"3128","group12812",0.607143,39.3333,0,1,3
"3129","group12813",0.653333,18,0,1,2
"3130","group12814",0.6,36.3333,0,1,3
"3131","group12815",0.783807,30.6667,1,1,10
"3132","group12816",0.675586,22,1,2,4
"3133","group12817",0.651515,22,1,2,4
"3134","group12818",0.705882,22,1,2,4
"3135","group12819",0.52381,29.9048,0,2,7
"3136","group1282",0.769684,30.8066,1,5,200
"3137","group12820",0.743885,0,0,2,3
"3138","group12821",0.62,21,0,2,2
"3139","group12822",0.749495,5.63889,1,2,9
"3140","group12823",0.651645,10.1786,0,2,7
"3141","group12824",0.753377,7.14286,0,3,7
"3142","group12825",0.679487,0,0,2,4
"3143","group12826",0.662963,31.2667,0,2,6
"3144","group12827",0.586207,31.6667,0,2,6
"3145","group12828",0.675214,0,0,1,3
"3146","group12829",0.649113,1.61111,0,2,8
"3147","group1283",0.818663,30.2767,1,5,201
"3148","group12830",0.567718,9.28205,0,4,13
"3149","group12831",0.581081,18,0,2,2
"3150","group12832",0.603491,6.40217,2,5,23
"3151","group12833",0.610035,6.28571,2,5,20
"3152","group12834",0.673127,5.55556,1,4,8
"3153","group12835",0.578125,20.9089,0,2,29
"3154","group12836",0.552951,10.3538,1,3,26
"3155","group12837",0.622205,6.025,3,5,16
"3156","group12838",0.525,5.66667,0,1,4
"3157","group12839",0.775474,5.74725,0,2,13
"3158","group1284",0.70449,29.2991,1,5,201
"3159","group12840",0.64875,4.06667,0,1,6
"3160","group12841",0.658303,6.32035,0,3,22
"3161","group12842",0.733482,1.82804,0,2,26
"3162","group12843",0.740213,5.74242,0,1,12
"3163","group12844",0.68323,16.2364,0,1,11
"3164","group12845",0.734048,2.33333,0,2,3
"3165","group12846",0.72619,19.6667,0,1,4
"3166","group12847",0.595698,3,0,2,4
"3167","group12848",0.502673,10.4387,1,4,23
"3168","group12849",0.70113,4.53333,0,1,5
"3169","group1285",0.693961,29.2625,1,5,201
"3170","group12850",0.650426,3.53846,0,1,11
"3171","group12851",0.729164,2.95238,0,1,7
"3172","group12852",0.747454,14.8333,0,1,4
"3173","group12853",0.722411,9.16667,0,1,4
"3174","group12854",0.555556,13,0,1,2
"3175","group12855",0.660024,3.04762,0,2,7
"3176","group12856",0.665998,7.19444,0,2,9
"3177","group12857",0.723987,2.89189,1,4,35
"3178","group12858",0.571631,4,0,2,4
"3179","group12859",0.660592,5,0,1,2
"3180","group1286",0.504568,29.402,1,5,200
"3181","group12860",0.731759,9,0,1,2
"3182","group12861",0.787731,13.1786,0,2,8
"3183","group12862",0.697887,9,0,1,2
"3184","group12863",0.765302,9,0,1,2
"3185","group12864",0.815799,9,0,1,2
"3186","group12865",0.757824,9,0,1,2
"3187","group12866",0.715964,10.5,0,2,9
"3188","group12867",0.750091,10,0,1,2
"3189","group12868",0.795532,12.8571,1,2,8
"3190","group12869",0.769397,10,0,1,2
"3191","group1287",0.741175,31.8306,1,4,171
"3192","group12870",0.688725,10,0,1,2
"3193","group12871",0.728889,4.33333,0,2,3
"3194","group12872",0.701169,16.2667,0,1,6
"3195","group12873",0.708837,0,0,2,3
"3196","group12874",0.661412,0.1,0,1,5
"3197","group12875",0.625912,5.53571,1,1,7
"3198","group12876",0.685919,30,0,1,2
"3199","group12877",0.653432,15,0,1,2
"3200","group12878",0.670807,1.14286,0,2,7
"3201","group12879",0.651872,0,0,1,2
"3202","group1288",0.89262,29.5595,1,5,201
"3203","group12880",0.691057,0,0,1,2
"3204","group12881",0.712066,9.4381,1,2,15
"3205","group12882",0.651734,23.9444,1,2,9
"3206","group12883",0.758377,23.6667,0,2,6
"3207","group12884",0.72167,23.4667,1,1,16
"3208","group12885",0.629572,2.82609,1,2,23
"3209","group12886",0.764727,5.83333,0,2,4
"3210","group12887",0.701807,0,0,2,4
"3211","group12888",0.607843,36,0,1,2
"3212","group12889",0.613799,0,0,1,2
"3213","group1289",0.762365,29.8766,1,5,201
"3214","group12890",0.726328,20.7143,0,2,7
"3215","group12891",0.9,6.01667,0,2,15
"3216","group12892",0.568657,5.15556,1,5,10
"3217","group12893",0.745455,38.4,0,1,5
"3218","group12894",0.618012,7.71429,0,1,5
"3219","group12895",0.649281,6.42857,1,1,6
"3220","group12896",0.683544,8.7619,0,1,5
"3221","group12897",0.700644,8.7619,0,1,5
"3222","group12898",0.71875,8.52381,0,1,5
"3223","group12899",0.663023,3.5,0,1,5
"3224","group129",0.814776,24.674,0,5,201
"3225","group1290",0.342087,30.5514,1,5,201
"3226","group12900",0.658557,0,0,1,3
"3227","group12901",0.792473,6,0,1,3
"3228","group12902",0.660606,5.33333,0,1,3
"3229","group12903",0.660606,17,0,1,3
"3230","group12904",0.6,18.5333,0,1,6
"3231","group12905",0.515152,25.1429,0,1,7
"3232","group12906",0.48,37.3333,0,1,6
"3233","group12907",0.62963,36,0,1,2
"3234","group12908",0.619048,31,0,1,2
"3235","group12909",0.727273,18.2364,0,1,11
"3236","group1291",0.804894,31.4712,1,5,198
"3237","group12910",0.660606,3,0,1,2
"3238","group12911",0.570045,0,0,2,4
"3239","group12912",0.671053,36,0,1,2
"3240","group12913",0.669591,20,0,1,9
"3241","group12914",0.583524,5.71429,1,3,7
"3242","group12915",0.532881,5.7619,1,3,7
"3243","group12916",0.674099,3,0,1,2
"3244","group12917",0.678267,3.61905,0,2,7
"3245","group12918",0.636403,3.71429,0,4,7
"3246","group12919",0.649712,3.42424,2,4,12
"3247","group1292",0.538462,31.6645,0,5,201
"3248","group12920",0.710268,4.26667,1,3,6
"3249","group12921",0.659588,4.8,0,3,5
"3250","group12922",0.661949,0.333333,0,1,3
"3251","group12923",0.536585,0,0,1,3
"3252","group12924",0.8125,37.6727,1,1,11
"3253","group12925",0.72619,9.33333,0,1,3
"3254","group12926",0.820513,25.2273,1,1,12
"3255","group12927",0.643732,0,0,1,3
"3256","group12928",0.698436,0.619048,0,1,7
"3257","group12929",0.777778,21.6429,1,1,8
"3258","group1293",0.504975,32.1022,17,5,201
"3259","group12930",0.75,22.6667,0,1,7
"3260","group12931",0.714777,33,0,1,2
"3261","group12932",0.685,23.8,0,1,5
"3262","group12933",0.735484,18.8,0,1,5
"3263","group12934",0.690253,0.142857,0,3,7
"3264","group12935",0.60103,1,0,1,2
"3265","group12936",0.691615,0.133333,0,3,6
"3266","group12937",0.620029,11.6667,0,2,10
"3267","group12938",0.744768,13.7778,0,2,10
"3268","group12939",0.444183,0,0,1,2
"3269","group1294",0.568823,32.8338,26,5,201
"3270","group12940",0.513514,24,0,1,4
"3271","group12941",0.634328,13.1556,0,2,10
"3272","group12942",0.666667,13,0,2,3
"3273","group12943",0.674797,0,0,1,2
"3274","group12944",0.77193,4.66667,0,2,3
"3275","group12945",0.547394,6.44156,2,4,21
"3276","group12946",0.718182,4.5,0,3,5
"3277","group12947",0.65458,8.2,0,2,6
"3278","group12948",0.717778,20,1,2,4
"3279","group12949",0.7,20,1,2,4
"3280","group1295",0.724012,33.2931,1,5,201
"3281","group12950",0.66262,0,0,1,2
"3282","group12951",0.802885,26.5,1,2,4
"3283","group12952",0.657284,0,0,2,2
"3284","group12953",0.648023,5.4,0,1,5
"3285","group12954",0.607407,15.9,0,1,5
"3286","group12955",0.597285,6.7076,0,3,18
"3287","group12956",0.631579,19.0809,1,1,17
"3288","group12957",0.692992,7.4,0,3,5
"3289","group12958",0.770833,11.5,1,3,4
"3290","group12959",0.772727,3.33333,0,2,3
"3291","group1296",0.630867,33.7695,1,5,201
"3292","group12960",0.767098,12,0,2,3
"3293","group12961",0.783816,10.3333,0,3,4
"3294","group12962",0.597631,7.53595,0,3,17
"3295","group12963",0.746835,32.3333,0,1,3
"3296","group12964",0.730416,19.9273,0,2,11
"3297","group12965",0.661905,15,-1,3,3
"3298","group12966",0.646092,3.13333,1,4,6
