;num_sequences;num_seg_sites;avg_pair;nuc_div;theta;tajimas_D;gene_group
4292;196;90;17.12663527;0.024501624;15.37731541;0.351139376;group1372
4293;2;17;17;0.084577114;17;nan;group13720
4294;3;74;49.33333333;0.057297716;49.33333333;nan;group13721
4295;9;36;8;0.050314465;13.2457293;-1.999765084;group13722
4296;3;1125;750;0.368188513;750;nan;group13723
4297;2;0;0;0;nan;nan;group13724
4298;4;22;11;0.023809524;12;-0.856236919;group13725
4299;2;22;22;0.047619048;22;nan;group13726
4300;2;458;458;0.591731266;458;nan;group13727
4301;5;40;17.3;0.214416667;19.2;-0.744168938;group13728
4302;5;1025;445.7;0.418545476;492;-0.719806885;group13729
4303;196;247;48.44416536;0.025795615;42.20218784;0.470615223;group1373
4304;4;3;1.666666667;0.003100321;1.636363636;0.167655795;group13730
4305;3;3;2;0.002666667;2;nan;group13731
4306;3;3;2;0.003831418;2;nan;group13732
4307;2;3;3;0.011235955;3;nan;group13733
4308;4;0;0;0;nan;nan;group13734
4309;3;6;4;0.007662835;4;nan;group13735
4310;2;2;2;0.003831418;2;nan;group13736
4311;4;5;2.833333333;0.008003766;2.727272727;0.371860474;group13737
4312;21;1;0.095238095;0.000296692;0.277952297;-1.163563753;group13738
4313;21;0;0;0;nan;nan;group13739
4314;196;385;85.07697541;0.042271306;65.78073813;0.939430229;group1374
4315;12;2;0.333333333;0.000881834;0.662278554;-1.451383229;group13740
4316;3;39;26;0.361111111;26;nan;group13741
4317;15;218;66.38095238;0.199150717;67.04469363;-0.0438202;group13742
4318;20;248;34.86315789;0.110465702;69.90366373;-2.085838025;group13743
4319;4;975;441.3333333;0.403567237;531.8181818;-1.788387617;group13744
4320;17;615;78.69852941;0.111949573;181.9134279;-2.453827827;group13745
4321;7;328;137.5238095;0.15425691;133.877551;0.160215379;group13746-2
4322;3;0;0;0;nan;nan;group13746-3
4323;25;434;129.44;0.151058947;114.9377137;0.506223089;group13746
4324;2;2;2;0.003831418;2;nan;group13747
4325;3;98;65.33333333;0.131986532;65.33333333;nan;group13748
4326;3;45;30;0.038461538;30;nan;group13749
4327;196;131;8.280115123;0.023974554;22.38253687;-1.973643798;group1375
4328;3;53;35.33333333;0.02582846;35.33333333;nan;group13750
4329;19;94;37.53216374;0.050650693;26.89473341;1.640028699;group13751
4330;2;0;0;0;nan;nan;group13752
4331;4;13;8;0.009291521;7.090909091;1.297027364;group13753
4332;2;2;2;0.006666667;2;nan;group13754
4333;2;0;0;0;nan;nan;group13755-2
4334;13;1287;593.7307692;0.353191276;414.7317515;1.995805207;group13755
4335;3;181;120.6666667;0.095767196;120.6666667;nan;group13756
4336;4;0;0;0;nan;nan;group13757
4337;2;0;0;0;nan;nan;group13758
4338;12;395;196.3787879;0.356994077;130.8000143;2.364971029;group13759
4339;195;135;25.51419508;0.027919117;23.08620125;0.329894784;group1376
4340;6;678;370.4;0.437720742;296.9343066;1.611199645;group13760
4341;24;590;133.576087;0.275173021;157.9951641;-0.625314771;group13761
4342;6;703;314.8666667;0.11495537;307.8832117;0.147716765;group13762
4343;6;32;12.13333333;0.033986928;14.01459854;-0.851851065;group13763
4344;3;15;10;0.010752688;10;nan;group13764
4345;2;39;39;0.036111111;39;nan;group13765
4346;3;87;58.33333333;0.109238452;58;nan;group13766
4347;3;1489;1117.333333;0.548949614;992.6666667;nan;group13767
4348;3;22;14.66666667;0.031746032;14.66666667;nan;group13768
4349;2;14;14;0.007600434;14;nan;group13769
4350;118;17;3.26828915;0.031126563;3.181341906;0.075629139;group1377
4351;3;1;0.666666667;0.001388889;0.666666667;nan;group13770
4352;4;59;29.66666667;0.054401682;32.18181818;-0.814726618;group13771
4353;3;37;19.33333333;0.04508776;24.66666667;nan;group13772
4354;8;1;0.25;0.001262626;0.385674931;-1.054819107;group13773
4355;8;195;100.5357143;0.3990402;75.20661157;1.843334509;group13774
4356;3;1069;712.6666667;0.36379105;712.6666667;nan;group13775
4357;2;53;53;0.134860051;53;nan;group13776
4358;3;206;135.3333333;0.334376372;137.3333333;nan;group13777
4359;2;0;0;0;nan;nan;group13778
4360;3;34;25.33333333;0.197545779;22.66666667;nan;group13779
4361;196;225;48.9811617;0.030347683;38.44328852;0.870663633;group1378
4362;7;51;23.14285714;0.097211913;20.81632653;0.646409922;group13780
4363;5;3;1.2;0.002298851;1.44;-1.048493085;group13781
4364;3;14;9.333333333;0.009752699;9.333333333;nan;group13782
4365;3;191;127.3333333;0.24534361;127.3333333;nan;group13783
4366;6;248;123.1333333;0.358180793;108.6131387;0.868615346;group13784
4367;2;0;0;0;nan;nan;group13785
4368;5;23;9.2;0.015181518;11.04;-1.237533097;group13786
4369;11;87;47.09090909;0.218013468;29.70329224;2.799022451;group13787
4370;7;61;17.66666667;0.157301712;24.89795918;-1.685252813;group13788
4371;3;0;0;0;nan;nan;group13789
4372;196;179;36.76797488;0.038229828;30.58377175;0.639043625;group1379
4373;4;0;0;0;nan;nan;group13790
4374;5;18;10.2;0.027419355;8.64;1.329814444;group13791
4375;8;63;17.35714286;0.095722543;24.29752066;-1.544047282;group13792
4376;9;22;10;0.037453184;8.094612352;1.163721508;group13793
4377;13;2;0.307692308;0.000188162;0.644493786;-1.468005781;group13794
4378;14;1;0.142857143;0.000512033;0.314452183;-1.155241342;group13795
4379;3;0;0;0;nan;nan;group13796
4380;18;34;15.2745098;0.019811297;9.885006778;2.205888173;group13797
4381;7;22;6.285714286;0.025243832;8.979591837;-1.691653153;group13798
4382;10;283;103.5777778;0.151045649;100.0364708;0.17698832;group13799
4383;196;253;46.32286761;0.037379959;43.2273422;0.227949949;group138
4384;196;98;15.83647305;0.033223239;16.74418789;-0.167967678;group1380
4385;6;0;0;0;nan;nan;group13800
4386;7;47;26.85714286;0.344322344;19.18367347;2.309591397;group13801
4387;9;140;34.55555556;0.16959926;51.51116951;-1.705696841;group13802
4388;5;1;0.4;0.00057971;0.48;-0.816496581;group13803
4389;2;0;0;0;nan;nan;group13804
4390;2;0;0;0;nan;nan;group13805
4391;4;302;188.8333333;0.265034576;164.7272727;1.536351726;group13806
4392;3;0;0;0;nan;nan;group13807
4393;2;0;0;0;nan;nan;group13808
4394;7;0;0;0;nan;nan;group13809
4395;196;101;23.63872318;0.048340947;17.25676507;1.14733159;group1381
4396;5;170;101.8;0.29002849;81.6;1.886832337;group13810
4397;5;2;1.2;0.005882353;0.96;1.458836909;group13811
4398;2;134;134;0.037284363;134;nan;group13812
4399;5;3;1.8;0.002912621;1.44;1.572739627;group13813
4400;3;0;0;0;nan;nan;group13814
4401;3;0;0;0;nan;nan;group13815-2
4402;8;677;304.5357143;0.221973895;261.1019284;0.914374761;group13815
4403;2;17;17;0.063670412;17;nan;group13816
4404;3;1;0.666666667;0.002136752;0.666666667;nan;group13817
4405;2;3;3;0.009615385;3;nan;group13818
4406;12;63;13.18181818;0.014406359;20.86177444;-1.700286323;group13819
4407;196;116;25.63594976;0.053753242;19.81965097;0.915379228;group1382
4408;2;2;2;0.001801802;2;nan;group13820
4409;2;0;0;0;nan;nan;group13821
4410;7;2388;1347.333333;0.461707407;974.6938776;2.255161071;group13822
4411;2;0;0;0;nan;nan;group13823
4412;2;13;13;0.005584192;13;nan;group13824
4413;2;0;0;0;nan;nan;group13825
4414;4;131;79;0.391236931;71.45454545;1.106132767;group13826
4415;7;53;42.9047619;0.312256614;21.63265306;5.691513206;group13827
4416;2;2;2;0.001801802;2;nan;group13828
4417;3;1;0.666666667;0.005847953;0.666666667;nan;group13829
4418;196;219;52.87786499;0.037986972;37.41813416;1.311608716;group1383
4419;2;0;0;0;nan;nan;group13830
4420;2;0;0;0;nan;nan;group13831
4421;2;0;0;0;nan;nan;group13832
4422;2;0;0;0;nan;nan;group13833
4423;2;0;0;0;nan;nan;group13834
4424;3;355;236.6666667;0.360223237;236.6666667;nan;group13835
4425;2;0;0;0;nan;nan;group13836
4426;2;0;0;0;nan;nan;group13837
4427;2;0;0;0;nan;nan;group13838
4428;4;4;2;0.00243309;2.181818182;-0.780122994;group13839
4429;195;168;36.66391753;0.050755278;28.72949488;0.871770875;group1384
4430;3;104;70.33333333;0.106083459;69.33333333;nan;group13840
4431;7;262;121.1904762;0.338658011;106.9387755;0.783337655;group13841
4432;2;147;147;0.52688172;147;nan;group13842
4433;4;140;84;0.146596859;76.36363636;1.047761773;group13843
4434;2;0;0;0;nan;nan;group13844-2
4435;6;458;253.9333333;0.407318394;200.5839416;1.730949405;group13844
4436;4;185;123.3333333;0.27221331;100.9090909;2.330466782;group13845
4437;9;508;189.1388889;0.386987745;186.911958;0.062154385;group13846
4438;5;11;4.4;0.013455657;5.28;-1.199553371;group13847
4439;15;188;48.08571429;0.100626184;57.81835964;-0.744078613;group13848
4440;12;611;356.8636364;0.573840295;202.3260981;3.608117317;group13849
4441;196;123;23.05238095;0.031109826;21.01566439;0.302933591;group1385
4442;27;182;20.12820513;0.17667506;47.21852144;-2.254904598;group13850
4443;5;14;5.6;0.004666667;6.72;-1.214724477;group13851
4444;7;4;1.142857143;0.005685856;1.632653061;-1.434138485;group13852
4445;2;4;4;0.00660066;4;nan;group13853
4446;2;9;9;0.009708738;9;nan;group13854
4447;4;109;54.5;0.062002275;59.45454545;-0.872213571;group13855
4448;8;0;0;0;nan;nan;group13856
4449;8;0;0;0;nan;nan;group13857
4450;8;0;0;0;nan;nan;group13858
4451;9;627;139.5277778;0.125356854;230.696452;-2.062617209;group13859
4452;196;196;42.90884354;0.028778567;33.48837577;0.890919452;group1386
4453;9;484;107.75;0.1315513;178.0814717;-2.060050062;group13860
4454;7;1;0.285714286;0.000263089;0.408163265;-1.00623059;group13861
4455;8;0;0;0;nan;nan;group13862
4456;8;1;0.25;0.000384025;0.385674931;-1.054819107;group13863
4457;8;1;0.25;0.001111111;0.385674931;-1.054819107;group13864
4458;7;0;0;0;nan;nan;group13865
4459;9;37;8.222222222;0.039153439;13.61366623;-2.001602846;group13866
4460;7;0;0;0;nan;nan;group13867
4461;8;0;0;0;nan;nan;group13868
4462;8;0;0;0;nan;nan;group13869
4463;196;67;16.09120879;0.02566381;11.44755702;1.232636162;group1387
4464;8;0;0;0;nan;nan;group13870
4465;6;0;0;0;nan;nan;group13871
4466;8;1;0.25;0.001028807;0.385674931;-1.054819107;group13872
4467;8;0;0;0;nan;nan;group13873
4468;8;96;38.89285714;0.093561077;37.02479339;0.274450713;group13874
4469;5;85;51;0.309090909;40.8;1.897554882;group13875
4470;3;0;0;0;nan;nan;group13876
4471;8;3;1.214285714;0.011738262;1.157024793;0.203638689;group13877
4472;9;107;23.77777778;0.044779243;39.36925099;-2.046404936;group13878
4473;7;3;0.857142857;0.001298701;1.224489796;-1.358414821;group13879
4474;196;197;37.40774464;0.026700641;33.65923483;0.352747442;group1388
4475;8;0;0;0;nan;nan;group13880
4476;11;1;0.436363636;0.00141218;0.341417152;0.671353071;group13881
4477;9;6;1.333333333;0.012698413;2.207621551;-1.727819098;group13882
4478;8;0;0;0;nan;nan;group13883
4479;8;0;0;0;nan;nan;group13884
4480;8;1;0.25;0.000925926;0.385674931;-1.054819107;group13885
4481;5;0;0;0;nan;nan;group13886
4482;8;0;0;0;nan;nan;group13887
4483;3;0;0;0;nan;nan;group13888
4484;2;2;2;0.002721088;2;nan;group13889
4485;196;138;29.72276295;0.046733904;23.57855029;0.817630746;group1389
4486;7;0;0;0;nan;nan;group13890
4487;6;65;38.73333333;0.348348348;28.46715328;2.319909446;group13891
4488;7;40;18.85714286;0.19047619;16.32653061;0.891642732;group13892
4489;9;175;40.13888889;0.166913387;64.38896189;-1.95520156;group13893
4490;2;74;74;0.397849462;74;nan;group13894
4491;4;294;157.3333333;0.461117284;160.3636364;-0.198376236;group13895
4492;3;268;179;0.403174133;178.6666667;nan;group13896
4493;4;170;76.16666667;0.437471635;92.72727273;-1.872475957;group13897
4494;10;60;11.4;0.034206477;21.20914574;-2.270609045;group13898
4495;2;0;0;0;nan;nan;group13899
4496;196;181;44.63908948;0.061484051;30.92548987;1.401812591;group139
4497;196;309;45.53710099;0.044574667;52.79544956;-0.439025368;group1390
4498;3;205;136.6666667;0.236039148;136.6666667;nan;group13900
4499;2;0;0;0;nan;nan;group13901
4500;7;2390;1387.571429;0.376638101;975.5102041;2.491650123;group13902
4501;7;0;0;0;nan;nan;group13903
4502;7;0;0;0;nan;nan;group13904
4503;7;0;0;0;nan;nan;group13905
4504;7;0;0;0;nan;nan;group13906
4505;7;0;0;0;nan;nan;group13907
4506;2;1;1;0.00243309;1;nan;group13908
4507;2;1;1;0.004504505;1;nan;group13909
4508;196;280;34.20920984;0.028308743;47.84053682;-0.908534415;group1391
4509;2;281;281;0.454692557;281;nan;group13910
4510;2;3;3;0.012820513;3;nan;group13911
4511;7;2;0.571428571;0.001013171;0.816326531;-1.23715998;group13912
4512;7;1;0.285714286;0.000300436;0.408163265;-1.00623059;group13913
4513;14;38;10.02197802;0.071077858;11.94918294;-0.699961943;group13914
4514;4;0;0;0;nan;nan;group13915
4515;4;136;71.66666667;0.056608741;74.18181818;-0.355207209;group13916
4516;5;561;132.8;0.243061399;269.28;-3.874476226;group13917
4517;6;269;127.2;0.324521688;117.810219;0.518001793;group13918
4518;6;1261;615.6;0.322866381;552.2627737;0.747313037;group13919
4519;196;43;9.108110937;0.015730762;7.346939583;0.705062696;group1392
4520;2;229;229;0.391452991;229;nan;group13920
4521;4;2;1;0.001618123;1.090909091;-0.709896168;group13921
4522;4;1;0.5;0.0008726;0.545454545;-0.612372436;group13922
4523;4;4;2;0.003003003;2.181818182;-0.780122994;group13923
4524;4;2;1;0.00141844;1.090909091;-0.709896168;group13924
4525;2;1;1;0.001658375;1;nan;group13925
4526;4;0;0;0;nan;nan;group13926
4527;4;1;0.5;0.000384911;0.545454545;-0.612372436;group13927
4528;4;1;0.5;0.000496032;0.545454545;-0.612372436;group13928
4529;4;1;0.5;0.000797448;0.545454545;-0.612372436;group13929
4530;196;172;27.25845107;0.027620358;29.38775833;-0.228759051;group1393
4531;4;4;2;0.001508672;2.181818182;-0.780122994;group13930
4532;4;3;1.5;0.001006036;1.636363636;-0.754451078;group13931
4533;4;0;0;0;nan;nan;group13932
4534;4;0;0;0;nan;nan;group13933
4535;3;0;0;0;nan;nan;group13934
4536;5;0;0;0;nan;nan;group13935
4537;5;28;12.4;0.011877395;13.44;-0.577617995;group13936
4538;3;39;25;0.321443001;26;nan;group13937
4539;2;0;0;0;nan;nan;group13938
4540;3;3;2;0.00273224;2;nan;group13939
4541;196;16;2.367556253;0.009508258;2.733744961;-0.345906603;group1394
4542;5;1;0.6;0.002666667;0.48;1.224744871;group13940
4543;3;37;24.66666667;0.058730159;24.66666667;nan;group13941
4544;2;45;45;0.194805195;45;nan;group13942-2
4545;7;45;25.19047619;0.110039167;18.36734694;2.142894454;group13942
4546;3;79;52.66666667;0.109722222;52.66666667;nan;group13943
4547;5;456;237.6;0.294738441;218.88;0.653611623;group13944
4548;5;1283;791.6;0.316079801;615.84;2.183300816;group13945
4549;2;74;74;0.110612855;74;nan;group13946
4550;3;111;74;0.411111111;74;nan;group13947
4551;2;35;35;0.486111111;35;nan;group13948
4552;3;1135;784.3333333;0.60416777;756.6666667;nan;group13949
4553;196;30;5.959079016;0.012766119;5.125771802;0.460895884;group1395
4554;5;92;52.8;0.071836735;44.16;1.485985772;group13950
4555;2;627;627;0.295615276;627;nan;group13951
4556;2;276;276;0.403508772;276;nan;group13952
4557;2;384;384;0.416938111;384;nan;group13953
4558;4;1;0.5;0.001488095;0.545454545;-0.612372436;group13954
4559;11;1869;1199.781818;0.552572138;638.1086574;4.278717471;group13955
4560;8;846;486.8928571;0.514671567;326.2809917;2.706724186;group13956
4561;10;588;297.2222222;0.453227817;207.8496283;2.155365815;group13957
4562;7;207;110.3809524;0.352552474;84.48979592;1.799315714;group13958
4563;5;320;192.2;0.372430064;153.6;1.919223409;group13959
4564;196;205;47.5610675;0.045729628;35.02610731;1.134537349;group1396
4565;7;0;0;0;nan;nan;group13960
4566;7;1;0.285714286;0.000907029;0.408163265;-1.00623059;group13961
4567;6;41;13.86666667;0.017846418;17.95620438;-1.453752243;group13962
4568;5;25;10;0.010893246;12;-1.240462315;group13963
4569;5;45;18;0.011904762;21.6;-1.255765677;group13964
4570;7;24;11.61904762;0.110657596;9.795918367;1.053275221;group13965
4571;7;50;22.76190476;0.045863899;20.40816327;0.666786562;group13966
4572;6;108;36;0.1875;47.29927007;-1.544999691;group13967
4573;3;0;0;0;nan;nan;group13968
4574;5;456;229;0.192968813;218.88;0.353341326;group13969
4575;196;168;41.70680272;0.044135281;28.70432209;1.429299031;group1397
4576;16;6;2.05;0.001388889;1.808193471;0.457744084;group13970
4577;20;1267;626.3105263;0.447085724;357.1287982;3.158673253;group13971
4578;6;0;0;0;nan;nan;group13972
4579;6;0;0;0;nan;nan;group13973
4580;6;0;0;0;nan;nan;group13974
4581;6;0;0;0;nan;nan;group13975
4582;6;0;0;0;nan;nan;group13976
4583;6;2102;1268.666667;0.543389678;920.5839416;2.464514471;group13977
4584;6;534;236.6;0.560485416;233.8686131;0.076029567;group13978
4585;6;0;0;0;nan;nan;group13979
4586;196;100;22.35306122;0.030288701;17.08590601;0.955985618;group1398
4587;3;0;0;0;nan;nan;group13980
4588;4;0;0;0;nan;nan;group13981
4589;4;0;0;0;nan;nan;group13982
4590;4;0;0;0;nan;nan;group13983
4591;5;159;76.8;0.326282051;76.32;0.047923522;group13984
4592;2;0;0;0;nan;nan;group13985
4593;5;57;29.2;0.105657839;27.36;0.508375826;group13986
4594;8;947;551.8928571;0.38113304;365.2341598;2.810604669;group13987
4595;2;0;0;0;nan;nan;group13988
4596;5;253;134.1;0.481186221;121.44;0.795689668;group13989
4597;196;9;2.786603872;0.011757822;1.537731541;1.850926036;group1399
4598;2;0;0;0;nan;nan;group13990
4599;8;501;245.8571429;0.434450789;193.2231405;1.496399884;group13991
4600;2;0;0;0;nan;nan;group13992
4601;2;0;0;0;nan;nan;group13993
4602;2;0;0;0;nan;nan;group13994
4603;5;570;237.6;0.260686574;273.6;-1.005873296;group13995
4604;2;0;0;0;nan;nan;group13996
4605;2;69;69;0.261363636;69;nan;group13997
4606;4;1;0.666666667;0.00220022;0.545454545;1.632993162;group13998
4607;2;0;0;0;nan;nan;group13999
4608;196;46;9.8;0.023516803;7.859516763;0.73039216;group14
4609;66;107;15.76923077;0.043432639;22.48241346;-1.029065595;group140
4610;196;147;35.71679749;0.028279333;25.11628183;1.326819603;group1400
4611;2;0;0;0;nan;nan;group14000
4612;3;15;10;0.002653928;10;nan;group14001
4613;19;169;66.69590643;0.291406156;48.3532973;1.588432112;group14002
4614;2;0;0;0;nan;nan;group14003
4615;2;0;0;0;nan;nan;group14004
4616;2;0;0;0;nan;nan;group14005
4617;2;0;0;0;nan;nan;group14006
4618;2;0;0;0;nan;nan;group14007
4619;5;225;102.8;0.274121197;108;-0.367365488;group14008
4620;2;0;0;0;nan;nan;group14009
4621;196;144;31.4018315;0.025781471;24.60370465;0.868086132;group1401
4622;2;0;0;0;nan;nan;group14010
4623;4;622;357.8333333;0.376176714;339.2727273;0.57485706;group14011
4624;5;467;280.2;0.335971223;224.16;1.910627947;group14012
4625;2;0;0;0;nan;nan;group14013
4626;2;0;0;0;nan;nan;group14014
4627;4;337;224.6666667;0.073062331;183.8181818;2.333433464;group14015
4628;4;159;106;0.054950752;86.72727273;2.329394016;group14016
4629;4;89;59.33333333;0.048594049;48.54545455;2.323417646;group14017
4630;2;0;0;0;nan;nan;group14018
4631;4;408;236.1666667;0.473028823;222.5454545;0.642868527;group14019-2
4632;17;461;166.2573529;0.359509396;136.3611224;0.947151112;group14019
4633;196;131;31.26200942;0.035204966;22.38253687;1.242688401;group1402
4634;4;655;437.6666667;0.387889365;357.2727273;2.364604532;group14020
4635;3;53;35.33333333;0.436213992;35.33333333;nan;group14021
4636;7;198;94.38095238;0.201952169;80.81632653;0.98530344;group14022
4637;3;0;0;0;nan;nan;group14023
4638;4;533;266.5;0.276739356;290.7272727;-0.875536847;group14024
4639;3;0;0;0;nan;nan;group14025
4640;3;126;84;0.411764706;84;nan;group14026
4641;2;8;8;0.011544012;8;nan;group14027
4642;6;1323;669.5333333;0.437030124;579.4160584;1.013494078;group14028
4643;44;257;51.57716702;0.051233975;59.0804785;-0.467362404;group14029
4644;196;104;26.96216641;0.040666918;17.76934225;1.606924005;group1403
4645;4;0;0;0;nan;nan;group14030
4646;2;0;0;0;nan;nan;group14031
4647;4;1778;1082.166667;0.322182285;969.8181818;1.21795492;group14032
4648;4;729;438.5;0.317755107;397.6363636;1.079993672;group14033
4649;2;2;2;0.001564945;2;nan;group14034
4650;5;560;326.4;0.468480793;268.8;1.638099624;group14035
4651;2;2;2;0.018518519;2;nan;group14036
4652;2;0;0;0;nan;nan;group14037
4653;2;175;175;0.540123457;175;nan;group14038
4654;3;98;65.33333333;0.047653781;65.33333333;nan;group14039
4655;196;165;42.80460492;0.051696383;28.19174491;1.6347549;group1404
4656;2;0;0;0;nan;nan;group14040
4657;18;1294;644.0980392;0.496027944;376.2117286;3.047619614;group14041
4658;4;1;0.5;0.004901961;0.545454545;-0.612372436;group14042
4659;2;6;6;0.010362694;6;nan;group14043-2
4660;46;245;51.04444444;0.096123732;55.74582306;-0.308447897;group14043
4661;18;124;39.70588235;0.108401229;36.05120119;0.427451111;group14044
4662;18;316;79.60784314;0.103826942;91.87241594;-0.568539968;group14045
4663;17;991;435.6691176;0.356298969;293.132044;2.105569245;group14046
4664;12;523;270.3787879;0.227299551;173.1858418;2.64988744;group14047
4665;11;254;79.78181818;0.188213012;86.71995665;-0.386903371;group14048
4666;4;0;0;0;nan;nan;group14049
4667;196;167;41.74018838;0.042446937;28.53346303;1.460216902;group1405
4668;4;0;0;0;nan;nan;group14050
4669;3;0;0;0;nan;nan;group14051
4670;3;0;0;0;nan;nan;group14052
4671;3;0;0;0;nan;nan;group14053
4672;3;0;0;0;nan;nan;group14054
4673;3;0;0;0;nan;nan;group14055
4674;3;0;0;0;nan;nan;group14056
4675;3;0;0;0;nan;nan;group14057
4676;3;0;0;0;nan;nan;group14058
4677;15;1738;889.7428571;0.362256977;534.5122822;2.963699458;group14059
4678;196;106;23.1996337;0.024549877;18.11106037;0.873379503;group1406
4679;17;2698;1390.875;0.423607812;798.0527293;3.220747075;group14060
4680;15;2438;1241.485714;0.357509636;749.7934086;2.92528263;group14061
4681;15;371;200.6571429;0.352767969;114.098997;3.369679461;group14062
4682;9;319;178.5555556;0.29414125;117.3718791;2.715274602;group14063
4683;4;10;5;0.025641026;5.454545455;-0.83378759;group14064
4684;4;0;0;0;nan;nan;group14065
4685;10;13;6.933333333;0.052525253;4.595314911;2.315187859;group14066
4686;4;0;0;0;nan;nan;group14067
4687;15;46;14.60952381;0.05822431;14.14704544;0.14032265;group14068
4688;4;0;0;0;nan;nan;group14069
4689;196;377;93.09413919;0.039988381;64.41386565;1.425565254;group1407
4690;7;400;228.5714286;0.141881706;163.2653061;2.354359492;group14070
4691;24;46;16.10507246;0.013631872;12.31826703;1.188072429;group14071
4692;4;0;0;0;nan;nan;group14072
4693;4;0;0;0;nan;nan;group14073
4694;4;0;0;0;nan;nan;group14074
4695;4;1;0.5;0.001075269;0.545454545;-0.612372436;group14075
4696;17;572;232.7720588;0.324656194;169.1942777;1.624724047;group14076
4697;9;54;22.88888889;0.057800224;19.86859396;0.776431763;group14077
4698;5;32;13.3;0.016201099;15.36;-1.004188928;group14078
4699;8;767;265.8571429;0.235659568;295.8126722;-0.556744378;group14079
4700;196;96;18.85515437;0.017314191;16.40246977;0.462897776;group1408
4701;3;0;0;0;nan;nan;group14080
4702;4;169;84.5;0.151433692;92.18181818;-0.873692063;group14081
4703;7;459;236.7142857;0.296776578;187.3469388;1.551498964;group14082
4704;5;131;76.2;0.119248826;62.88;1.612579124;group14083
4705;4;350;175;0.226098191;190.9090909;-0.875087942;group14084
4706;3;0;0;0;nan;nan;group14085
4707;3;0;0;0;nan;nan;group14086
4708;7;358;198.7619048;0.225293817;146.122449;2.119700516;group14087
4709;13;64;19.82051282;0.062857127;20.62380116;-0.175698071;group14088
4710;3;0;0;0;nan;nan;group14089
4711;196;130;27.34495029;0.023134476;22.21167781;0.723748706;group1409
4712;4;391;195.5;0.284570597;213.2727273;-0.875224969;group14090
4713;3;0;0;0;nan;nan;group14091
4714;4;146;73;0.076280042;79.63636364;-0.87326817;group14092
4715;3;0;0;0;nan;nan;group14093
4716;3;0;0;0;nan;nan;group14094
4717;4;0;0;0;nan;nan;group14095
4718;4;0;0;0;nan;nan;group14096
4719;3;0;0;0;nan;nan;group14097
4720;3;0;0;0;nan;nan;group14098
4721;4;0;0;0;nan;nan;group14099
4722;196;187;42.78325484;0.042994377;31.95064423;1.072619571;group141
4723;196;102;23.90130822;0.034047448;17.42762413;1.152883531;group1410
4724;4;0;0;0;nan;nan;group14100
4725;3;0;0;0;nan;nan;group14101
4726;3;0;0;0;nan;nan;group14102
4727;3;0;0;0;nan;nan;group14103
4728;13;42;16.15384615;0.103550296;13.53436951;0.861637371;group14104
4729;4;0;0;0;nan;nan;group14105
4730;20;120;62.34736842;0.079612405;33.82435342;3.476684834;group14106
4731;26;21;4.467692308;0.002425457;5.503204968;-0.67785926;group14107
4732;4;0;0;0;nan;nan;group14108
4733;4;34;17;0.032380952;18.54545455;-0.863192568;group14109
4734;196;236;54.30627943;0.036422723;40.32273818;1.102510926;group1411
4735;2;1;1;0.002824859;1;nan;group14110-2
4736;2;1;1;0.002824859;1;nan;group14110-3
4737;31;125;19.70322581;0.055288572;31.28921218;-1.414710929;group14110
4738;9;100;44.88888889;0.243868263;36.79369251;1.135931637;group14111
4739;3;0;0;0;nan;nan;group14112
4740;3;0;0;0;nan;nan;group14113
4741;7;57;30.42857143;0.06475893;23.26530612;1.784471538;group14114
4742;7;298;170.8571429;0.414498821;121.6326531;2.379889623;group14115
4743;4;0;0;0;nan;nan;group14116
4744;4;0;0;0;nan;nan;group14117
4745;4;1;0.5;0.00070922;0.545454545;-0.612372436;group14118
4746;11;0;0;0;nan;nan;group14119
4747;196;63;14.32935636;0.031843014;10.76412078;1.002628771;group1412
4748;9;1155;256.6666667;0.096672944;424.9671485;-2.068987395;group14120
4749;9;1230;274.1666667;0.088723187;452.5624179;-2.059509824;group14121
4750;9;676;150.2222222;0.123335158;248.7253614;-2.067328511;group14122
4751;8;0;0;0;nan;nan;group14123
4752;11;183;79.85454545;0.251114923;62.47933884;1.341748833;group14124
4753;8;0;0;0;nan;nan;group14125
4754;11;186;81.16363636;0.190524968;63.5035903;1.34192689;group14126
4755;17;308;157.1029412;0.352518668;91.10461105;3.122846288;group14127
4756;11;49;21.38181818;0.254545455;16.72944046;1.312546826;group14128
4757;8;1;0.25;0.000502008;0.385674931;-1.054819107;group14129
4758;196;119;23.16896913;0.046593039;20.33222815;0.435599651;group1413
4759;15;788;369.6380952;0.349152037;242.3450394;2.339311922;group14130
4760;8;1;0.535714286;0.000888415;0.385674931;1.166496837;group14131
4761;8;0;0;0;nan;nan;group14132
4762;17;134;58.71323529;0.052582499;39.63642169;2.057538412;group14133
4763;17;43;19.57352941;0.06096994;12.71915024;2.235595331;group14134
4764;8;0;0;0;nan;nan;group14135
4765;11;13;4.254545455;0.038329238;4.438422978;-0.181327535;group14136
4766;6;0;0;0;nan;nan;group14137
4767;5;45;27;0.333333333;21.6;1.883648515;group14138
4768;2;0;0;0;nan;nan;group14139
4769;196;122;21.9840921;0.02371531;20.84480533;0.170793522;group1414
4770;2;0;0;0;nan;nan;group14140
4771;4;0;0;0;nan;nan;group14141-2
4772;11;0;0.2;0.000493827;nan;nan;group14141
4773;5;4;1.6;0.008080808;1.92;-1.093799066;group14142
